id;weave_title;max_ar;ideal_ar;min_ar;date_uploaded;last_edited;tutorial_articles;other_articles;tags
1340;SoH Staggered Sheet;;4.5;;April 28, 2015, 9:03 pm;April 28, 2015, 9:07 pm;;;European||Persian||Sheet||Variant
1341;Interwoven 6 in 1;;8.0;;January 31, 2015, 10:38 pm;April 30, 2015, 2:40 am;;;European||Persian||Band||Progression||Variant
1342;Interwoven 8 in 1;;12.0;;January 31, 2015, 11:02 pm;April 30, 2015, 2:39 am;;;European||Persian||Band||Progression||Modification
1343;SoH Parallel Sheet;;4.8;;April 29, 2015, 11:25 pm;May 4, 2015, 5:59 pm;;;European||Persian||Sheet||Variant
1344;Inverted Aura 3D;;5.5|4.0|4.3;;April 26, 2015, 6:28 pm;May 4, 2015, 6:03 pm;;;European||Japanese||Unit||3D||Inverted||Modification
1345;Taniyama;;4.1|2.6;;July 21, 2015, 1:19 am;August 5, 2015, 4:37 pm;;;Japanese||Band||Inverted||Variant||Mage
1346;Coyote Chain;;;2.8;August 23, 2014, 11:30 am;November 30, 2015, 6:35 pm;;;European||Chain||Variant||Mage
1347;HWHAP (Houston We Have a Problem);;5.2|4.1;;December 14, 2015, 7:44 pm;December 14, 2015, 7:46 pm;;;European||Sheet||Variant
1348;Kaunis O;;5.6;;September 18, 2015, 11:55 pm;December 14, 2015, 8:14 pm;;;Persian||Chain||Variant
1349;UT-NT3;;5.2;;November 12, 2015, 5:56 am;December 14, 2015, 8:16 pm;;;Japanese||Unit||Variant||Helm||Mobius
135;Linoleum Mosaic;;7.0|4.0;;December 9, 2006, 4:52 pm;August 2, 2011, 7:50 pm;;;Japanese||Sheet||Modification
1350;Icy Serpent;;5.5;;December 15, 2015, 12:41 am;December 15, 2015, 2:04 am;;;Japanese||Chain||Variant
1351;Celtic Byzantine Sheet;;5.5|4.1|5.2;;December 16, 2015, 1:20 am;December 16, 2015, 1:23 am;;;European||Sheet||Variant||Helm
1352;Flat Full Persian with a Twist;;5.2;;March 30, 2015, 6:53 pm;December 16, 2015, 1:33 am;;;Persian||Chain||Spiral||Variant
1353;Japanese 4 in 1 Paired Orbital Chain;;6.2;;July 8, 2015, 1:35 pm;May 4, 2018, 9:59 pm;;;Japanese||Chain||Orbital||Variant
1354;;;;;;;;;
1355;Japanese 4 in 1 Paired Orbital Square Sheet;;6.2;;July 7, 2015, 2:37 pm;May 4, 2018, 10:00 pm;;;Japanese||Sheet||Web||Orbital||Variant
1356;Arcadian Chain;;5.8|5.1;;December 17, 2015, 4:35 pm;December 17, 2015, 4:37 pm;;;European||Chain||Berus||Variant||Helm||Rhino||Mage
1357;Arcadian Sheet;;5.8|5.1;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;December 11, 2015, 10:48 pm;December 18, 2015, 3:30 am;;;European||Sheet||Berus||Variant||Helm||Rhino||Mage
1358;Dragon Tooth 4 in 1 Sheet;;4.1|6.2;;December 18, 2015, 12:47 am;December 18, 2015, 4:33 pm;;;European||Sheet||Scaled||Variant||Helm
1359;Kirsti;;4.2;;December 18, 2015, 8:59 pm;April 19, 2018, 4:48 am;Kirsti Tutorial;;Persian||Chain||Variant
136;European 12 in 1;;8.7;8.49;October 23, 2006, 8:11 pm;March 5, 2016, 3:38 am;;;European||Sheet||Progression||Variant
1360;Interlocked Berused Helm;;6.6|3.6|6.3;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;December 19, 2015, 8:35 pm;September 7, 2019, 5:17 pm;;;European||Chain||Variant||Helm
1361;Twirled;;5.2|4.2;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;December 19, 2015, 8:49 pm;May 28, 2016, 3:10 pm;;;Chain||Spiral||Variant||Mobius
1362;B^3 Web (or B3 Web);;4.1;;December 22, 2015, 10:11 pm;December 22, 2015, 10:43 pm;;;European||Sheet||Web||Radial||Modification
1363;Flat Full Persian 5 in 1 Chain;;5.5;;December 22, 2015, 1:54 pm;July 31, 2019, 6:05 pm;Flat Full Persian 5 in 1 Chain (CGI);"Full Persian 6 in 1: Composition; Progression; Variants; Modifications; Sheet Expansions [Construction,Persian,Weave Theory]";Persian||Chain||Variant
1364;Alternating Arcadian Chain;;5.2|4.7;;December 12, 2015, 6:18 am;September 8, 2019, 4:28 pm;;;European||Chain||Berus||Modification||Helm||Rhino||Mage
1365;Alternating Callisto Chain;;5.8|5.1;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;December 12, 2015, 4:17 am;September 8, 2019, 4:29 pm;;;European||Chain||Berus||Modification||Helm||Mage
1366;Nereid Lock Chain;;3.1|5.2;;December 28, 2015, 8:12 pm;October 10, 2019, 4:30 pm;;;European||Chain||Variant||Mage
1367;Nereid Chandelier Chain;;3.1|6.6;;December 28, 2015, 8:19 pm;December 28, 2015, 8:23 pm;;;European||Chain||Progression||Modification||Mage
1368;Guru Sheet;;4.1;;January 1, 2016, 2:30 pm;January 8, 2016, 12:22 am;;;European||Sheet||Inverted||Variant
1369;Offset Double Half Persian 3 in 1;;7.8;6.9;January 2, 2016, 12:01 am;August 20, 2019, 10:40 pm;;;Persian||Chain||Variant
137;Half Persian Flower;;4.3;;April 15, 2004, 5:27 am;August 1, 2011, 8:42 pm;;;Persian||Chain||Variant
1370;Radiate;;6.3|4.1;;January 9, 2016, 6:02 pm;January 9, 2016, 9:38 pm;;;European||Sheet||Inverted||Variant
1371;Radiator;;6.3|4.1;;January 3, 2016, 10:44 pm;January 9, 2016, 9:37 pm;;;European||Sheet||Inverted||Variant
1372;European Dementia Sheet;;3.2|3.6;;January 7, 2016, 11:54 pm;January 9, 2016, 10:29 pm;;;European||Sheet||Unbalanced||Progression||Variant
1373;European Lunacy Sheet;;3.2|3.6;;January 7, 2016, 11:56 pm;January 9, 2016, 10:30 pm;;;European||Sheet||Unbalanced||Progression||Variant
1374;Tricy Serpent;;6.2;;January 9, 2016, 6:42 pm;December 20, 2019, 7:57 pm;;;Japanese||Chain||Shaggy||Variant
1375;Wind Wyrm;;7.9;7.1;January 10, 2016, 7:48 pm;July 31, 2019, 6:01 pm;;"Reinforced Weaves [European,Persian,Weave Theory]||Full Persian 6 in 1: Composition; Progression; Variants; Modifications; Sheet Expansions [Construction,Persian,Weave Theory]";Persian||Chain||Variant
1376;Earth Wyrm;;8.2;7.1;January 10, 2016, 7:49 pm;July 31, 2019, 6:02 pm;;"Reinforced Weaves [European,Persian,Weave Theory]||Full Persian 6 in 1: Composition; Progression; Variants; Modifications; Sheet Expansions [Construction,Persian,Weave Theory]";Persian||Chain||Variant
1377;Delirium Interwoven Chain;;3.2;;January 15, 2016, 9:46 pm;January 18, 2016, 7:35 pm;;;European||Chain||Unbalanced||Variant
1378;;;;;;;;;
1379;Dirac Chain;;4.7;3.6;January 18, 2016, 8:29 pm;January 19, 2016, 7:58 pm;;;European||Chain||Inverted||Unbalanced||Progression||Variant
138;Half Persian Half Spiral;;4.3;;December 14, 2005, 6:15 am;October 29, 2015, 4:53 am;;;Persian||Chain||Spiral||Variant
1380;;;;;;;;;
1381;Hilt Fire Wyrm;;8.3|11.1;7.4|9.9;January 27, 2016, 3:50 am;November 14, 2018, 11:26 pm;;Reinforced Weaves [European,Persian,Weave Theory];Persian||Chain||Variant
1382;Hilt Wind Wyrm;;9.1|10.8;8.7|10.3;January 27, 2016, 3:53 am;November 14, 2018, 11:26 pm;;Reinforced Weaves [European,Persian,Weave Theory];Persian||Chain||Variant
1383;Elf Bridge Chain;;4.1|5.2;;January 30, 2016, 9:33 pm;February 12, 2016, 5:27 am;;;European||Chain||Progression||Variant||Mobius
1384;Shippo Tsunagi;;4.3|10.0;;February 10, 2016, 11:37 am;October 28, 2018, 6:59 pm;Shippo Tsunagi (JDS4);;European||Japanese||Sheet||Progression||Variant||Helm
1385;Elf Bridge Sheet;;5.6;;February 12, 2016, 7:04 pm;February 16, 2016, 2:20 am;;;European||Persian||Sheet||Progression||Variant
1386;Dense Zen Sheet Full;;3.8|5.2|5.6;;February 13, 2016, 2:48 pm;February 22, 2016, 9:44 pm;;;European||Japanese||Sheet||Variant||Helm
1387;Escalator 2 in 1 Chain;;6.6|3.3;;February 27, 2016, 2:44 pm;July 3, 2019, 1:06 am;;;European||Chain||Scaled||Biased||Variant||Helm
1388;Safety in Numbers;;3.8;3.2;March 3, 2016, 4:22 pm;March 6, 2016, 9:00 pm;;;Sheet||Berus||Variant||Mage
1389;Safety in Numbers Chain;;3.4;3.2;March 6, 2016, 4:32 am;March 8, 2016, 9:34 pm;;;Chain||Berus||Variant||Mage
139;Jellybeans on Parade;;5.3;;November 11, 2006, 7:05 pm;August 1, 2011, 9:01 pm;;;European||Chain||Variant||Rhino
1390;Fern Elf;;4.1|4.2;;March 6, 2016, 10:57 pm;March 25, 2016, 6:19 pm;;;European||Chain||Variant||Mobius
1391;Dirac 6 in 1 Sheet;;5.2;;March 15, 2016, 10:13 am;April 16, 2016, 3:52 pm;;;European||Sheet||Inverted||Unbalanced||Variant
1392;Elf Viaduct Chain;;5.2|6.3;;March 15, 2016, 10:16 am;April 16, 2016, 3:55 pm;;;European||Chain||Progression||Variant||Mobius
1393;Qoph Chain;;3.6|4.7;;March 15, 2016, 10:19 am;April 16, 2016, 3:58 pm;;;European||Chain||Unbalanced||Variant
1394;Qoph 6 in 1 Sheet;;5.2;;March 15, 2016, 10:20 am;April 16, 2016, 3:59 pm;;;European||Sheet||Unbalanced||Variant
1395;Orbital Tango;;4.9|6.0;;March 29, 2016, 12:38 am;November 22, 2016, 8:33 pm;;;Japanese||Chain||Orbital||Scaled||Variant||Mage
1396;Celtic Diffusion Sheet;;5.2|4.1;;April 11, 2016, 5:59 pm;April 29, 2016, 9:09 pm;;;European||Japanese||Sheet||Variant||Helm
1397;Spiralling & Alternating Liquorice Lace;;4.0;;May 21, 2016, 7:50 pm;June 14, 2016, 6:40 pm;;;European||Chain||Variant
1398;Levante 5 in 1 Chain;;6.3;;May 22, 2016, 2:31 pm;November 27, 2019, 3:15 pm;;;Persian||Chain||Variant
1399;Poniente 5 in 1 Chain;;5.7|5.5;;May 22, 2016, 2:35 pm;June 14, 2016, 6:50 pm;;;Persian||Chain||Variant
14;Gridlock;;3.5;3.3;April 16, 2004, 5:17 am;February 5, 2012, 11:29 pm;Gridlock (CGI);;European||Sheet||Inverted||Alpha||Beginner
140;Box Chain 6 in 1;;6.6;;October 22, 2006, 10:41 pm;July 29, 2019, 10:21 pm;Box Chain 6 in 1;;European||Chain||Progression||Variant
1400;Reinforced Wind Box;;7.9;;June 4, 2016, 8:11 pm;November 14, 2018, 11:27 pm;;Reinforced Weaves [European,Persian,Weave Theory];European||Chain||Spiral||Variant
1401;Reinforced Fire Box;;7.0;6.2;June 5, 2016, 3:54 am;November 14, 2018, 11:26 pm;;Reinforced Weaves [European,Persian,Weave Theory];European||Chain||Variant
1402;Moorish 8-4;;8.0|6.0;;June 7, 2016, 2:28 am;June 30, 2016, 7:24 pm;;;Sheet||Progression||Variant||Mobius
1403;Mermaid Tail;;5.2|5.0;;July 6, 2016, 3:32 pm;July 13, 2016, 2:41 am;;;European||Chain||Variant||Mage
1404;Havoc 6 in 1 Chain;;6.9;;June 29, 2016, 11:06 am;July 6, 2016, 4:24 pm;;;Persian||Chain||Variant
1405;;;;;;;;;
1406;;;;;;;;;
1407;Meander 7 in 1 Chain;;;6.1;July 10, 2016, 12:22 pm;August 1, 2016, 11:50 pm;;;Persian||Chain||Spiral||Variant
1408;Full Flat Persian 7 in 1 Chain;;6.9;;July 30, 2016, 2:35 am;August 15, 2016, 7:09 pm;;;Persian||Chain||Progression||Variant
1409;Meander 8 in 1 Chain;;5.9;;July 26, 2016, 12:29 pm;August 15, 2016, 7:11 pm;;;Persian||Chain||Spiral||Variant
141;Twisted Kings Maille;;5.0;;December 14, 2005, 6:12 am;August 2, 2011, 8:39 pm;;;European||Sheet||Kinged||Mobized||Modification
1410;Syringa 7 in 1 Chain;;6.9;;July 30, 2016, 2:36 am;August 15, 2016, 7:14 pm;;;Persian||Chain||Progression||Variant
1411;Quill;;11.0;;August 3, 2016, 9:55 am;August 22, 2016, 4:46 pm;;;Persian||Chain||Spiral||Progression||Variant
1412;Feather Pen;;11.0;;August 3, 2016, 9:56 am;August 22, 2016, 4:47 pm;;;Persian||Chain||Spiral||Inverted||Progression||Variant
1413;Dolphin;;4.1;;August 13, 2016, 10:00 am;August 22, 2016, 4:52 pm;;;European||Chain||Spiral||Variant||Rhino
1414;Pencil Offset Chain;;6.3;;August 13, 2016, 9:25 pm;August 22, 2016, 4:55 pm;;;Persian||Chain||Spiral||Variant
1415;Dragon Stratum Chain;;3.3|5.5;;August 14, 2016, 2:09 pm;July 2, 2019, 9:25 pm;;;European||Chain||Scaled||Variant
1416;tRNA Chain;;2.2|4.1;;August 15, 2016, 8:22 am;August 29, 2016, 1:09 pm;;;European||Chain||Spiral||Variant
1417;EO Lock Inline sheet;;3.1|5.2;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;August 15, 2016, 6:38 pm;June 23, 2019, 8:41 am;;;European||Sheet||Scaled||Variant
1418;EO Lock Staggered Sheet;;3.1|5.8;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;August 15, 2016, 6:41 pm;June 23, 2019, 8:42 am;;;European||Sheet||Scaled||Modification
1419;;;;;;;;;
142;Half Persian 6 in 1 Helix;;6.0;;December 9, 2006, 9:39 pm;November 14, 2018, 3:11 am;;;Persian||Chain||Modification
1420;Pterodactyl Chain;;3.0|4.1;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;August 15, 2016, 10:16 pm;October 29, 2019, 1:15 am;;;European||Chain||Variant
1421;Delirious Roundmaille Chain;;3.2;3.1;August 25, 2016, 3:53 pm;September 5, 2016, 3:49 pm;;;European||Chain||Variant
1422;Lace Mail;;6.3|5.0;;September 6, 2016, 12:08 am;September 22, 2016, 1:39 pm;;;European||Sheet||Variant
1423;Not Tao 4 Hex Sheet;;4.0|4.7|6.1;;September 5, 2016, 6:35 pm;September 7, 2016, 1:54 pm;;;Japanese||Sheet||Web||Radial||Variant||Helm
1424;Nidhogg;;6.6|3.4;;September 13, 2016, 1:21 am;October 15, 2019, 5:45 pm;;;European||Chain||Berus||Variant
1425;OVB Lace;;3.5|6.0;;September 6, 2016, 5:06 pm;October 28, 2019, 3:11 pm;;;European||Chain||Berus||Variant
1426;JPL7 Alternate;;6.3;6.1;September 21, 2016, 8:43 am;February 22, 2017, 3:17 am;;;Persian||Spiral||Unbalanced||Progression||Variant||Mobius
1427;Trinity Roundmaille +1 Offset 3 in 1 Chain;;3.1;;September 22, 2016, 5:03 pm;November 11, 2016, 3:43 am;;;European||Chain||Unbalanced||Variant
1428;Hoodoo Web;;3.1;;September 26, 2016, 4:27 am;October 11, 2016, 7:42 pm;;;Sheet||Web||Radial||Variant||Mage||Mobius
1429;Hoodoo Net;;3.1;;September 26, 2016, 10:53 pm;October 11, 2016, 7:48 pm;;;Sheet||Web||Variant||Mage||Mobius
143;Tri-Orbitwist;;6.6;5.8;August 27, 2008, 10:15 pm;August 9, 2011, 3:11 pm;Tri-Orbitwist;;Japanese||Chain||Alpha||Mobius
1430;Kalamos;;5.2|5.5;;October 24, 2016, 5:15 pm;October 24, 2016, 5:16 pm;;;Persian||Chain||Berus||Modification
1431;Targ's Collar;;3.0|4.1;;November 3, 2016, 6:20 pm;March 19, 2018, 5:36 pm;Targ's Collar;;Band||Variant||Mage||Mobius
1432;Gorgon Chain;;;6.9;November 6, 2016, 1:50 pm;February 7, 2017, 11:03 pm;;;Persian||Chain||Spiral||Variant
1433;Dragontail River;;5.7|5.2;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;January 25, 2017, 9:05 am;April 3, 2019, 1:40 pm;;;European||Sheet||Scaled||Variant
1434;JPL5 Alternate / Ropage;;4.8;;February 19, 2017, 10:16 am;February 24, 2017, 8:07 pm;;;Persian||Chain||Spiral||Progression||Variant||Mobius
1435;Dragon Tail 3 in 1 Chain;;4.7|5.5;;February 24, 2017, 12:35 pm;April 21, 2017, 3:38 pm;;;European||Chain||Scaled||Progression||Variant
1436;Dragon Tail 4 in 1 Chain;;5.2|7.4;;February 24, 2017, 12:40 pm;April 21, 2017, 3:39 pm;;;European||Chain||Scaled||Progression||Variant
1437;X-Spiral 6;;6.1;6.0;May 3, 2017, 3:30 pm;June 16, 2017, 3:15 pm;;;Persian||Chain||Progression||Variant
1438;Sutra 4 in 1 Chain;;;4.6;May 16, 2017, 9:14 pm;June 16, 2017, 3:28 pm;;;European||Chain||Variant
1439;Imperial Shuttle 4 in 1 Chain;;7.5;;May 16, 2017, 9:22 pm;June 16, 2017, 3:30 pm;;;European||Chain||Variant
144;Gracelock;;5.8;;February 26, 2005, 6:52 am;April 22, 2020, 5:22 pm;Gracelock (Ex-CGMaille Tutorial);;European||Sheet||Inverted||Variant
1440;Lila 6 in 1 Chain;;7.4;;May 16, 2017, 9:52 pm;June 16, 2017, 3:32 pm;;;European||Chain||Variant
1441;Azidahaka;;4.9|6.3;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;July 1, 2017, 6:53 pm;March 23, 2019, 11:39 am;;;Persian||Band||Variant
1442;Dukkha 6 in 1 Chain;;6.6;;May 16, 2017, 9:59 pm;August 21, 2017, 3:29 pm;;;European||Chain||Progression||Variant
1443;Half Persian Symmetrical 3 in 1 Chain;3.5;3.2;3.0;June 3, 2017, 7:41 pm;August 21, 2017, 3:25 pm;;;Persian||Chain||Progression||Variant
1444;Daisy Spiral Chain;;3.0;;June 3, 2017, 7:51 pm;August 21, 2017, 3:29 pm;;;Chain||Spiral||Variant||Mage||Mobius
1445;Dukkha 4 in 1 Chain;;5.5;;June 17, 2017, 12:41 am;August 21, 2017, 3:30 pm;;;European||Chain||Variant
1446;Tritium 3 in 1 Sheet;;3.6;;June 26, 2017, 8:40 pm;September 19, 2017, 8:19 pm;;;European||Sheet||Unbalanced||Variant
1447;Ulu 4 in 1 Chain;;4.7;4.2;June 27, 2017, 5:24 pm;September 19, 2017, 8:22 pm;;;Persian||Chain||Spiral||Variant
1448;Dancing Dolphin;;4.0|3.0|2.6;;November 22, 2016, 10:21 am;October 6, 2017, 2:42 am;;;European||Chain||Biased||Modification||Rhino
1449;Azidahaka Round;;;5.5;September 19, 2017, 8:39 pm;September 19, 2017, 8:40 pm;;;Persian||Chain||Variant
145;Grace's Starcluster;;3.6;;February 26, 2005, 6:31 am;September 14, 2013, 3:27 am;;;European||Sheet||Variant
1450;Triton Breeze;;4.2|3.6;;December 1, 2016, 2:54 pm;October 29, 2017, 11:38 pm;;;European||Chain||Modification||Rhino
1451;Dancing Dolphin Sheet;;3.6|4.1|3.5;;October 6, 2017, 2:40 am;October 29, 2017, 11:36 pm;;;European||Sheet||Biased||Modification||Rhino
1452;Dragog AKA Japanese Hoodoo;;4.7|2.6;;July 8, 2017, 4:00 pm;October 6, 2017, 6:40 pm;;;Japanese||Sheet||Variant||Mobius
1453;Spanish Bloom;;3.0|5.2;;October 23, 2017, 1:47 pm;October 23, 2017, 1:49 pm;;;Sheet||Radial||Modification||Mobius
1454;Inverted Round Rapture Chain;;5.2;;November 17, 2017, 2:06 pm;November 17, 2017, 2:46 pm;;;European||Chain||Inverted||Captive||Mobius
1455;JPL5 Flat;;5.7|3.7;;July 31, 2017, 6:35 am;November 17, 2017, 5:19 pm;;;Persian||Chain||Spiral||Variant||Mobius
1456;Persian Ridgeback;;5.3|4.3;;November 17, 2017, 7:05 pm;November 17, 2017, 7:06 pm;;;Persian||Band||Variant
1457;Soma Chain;;7.4|5.5;;August 2, 2017, 8:08 pm;December 15, 2017, 5:40 pm;;;Persian||Chain||Variant
1458;Niflheimr Chain;;7.2|3.9;;August 4, 2017, 2:05 am;December 16, 2017, 3:50 pm;;;European||Persian||Chain||Variant
1459;Surge 4 in 1 Chain;;4.5;;December 6, 2017, 10:10 pm;December 16, 2017, 4:02 pm;;;Persian||Chain||Variant
146;Japanese Dragonscale;;6.6|3.3;;September 19, 2009, 7:42 pm;July 21, 2013, 1:50 am;Japanese Dragonscale or Scale of the Orient;;European||Japanese||Sheet||Radial||Variant||Helm
1460;Surge 6 in 1 Chain;;6.7;;December 16, 2017, 4:04 pm;December 16, 2017, 4:04 pm;;;Persian||Chain||Variant
1461;Nidhogg Inline 4 in 1 Chain;;6.6|3.4;;August 2, 2017, 8:18 am;October 15, 2019, 5:46 pm;;;European||Chain||Berus||Modification
1462;Knotwork 3 Band;;5.0;;December 20, 2017, 2:16 pm;January 16, 2018, 9:42 pm;;;Chain||Band||Variant||Mobius
1463;Knotwork 3 Band Variants;;5.8;;December 17, 2017, 6:09 am;December 20, 2017, 2:20 pm;;;Chain||Band||Variant||Mobius
1464;Knotwork 4;;6.6;;November 17, 2017, 5:33 pm;December 20, 2017, 2:21 pm;;;Sheet||Web||Variant||Mobius
1465;Triffids;;4.1;;October 8, 2017, 1:20 pm;January 2, 2018, 7:22 pm;;;Chain||Variant||Mobius
1466;Dolphin Twist;;;4.3;January 16, 2018, 9:59 pm;March 19, 2018, 7:14 pm;;;European||Chain||Modification||Rhino
1467;Supersonic Waves;;6.3|5.2|4.1|3.1;;July 8, 2017, 7:07 pm;March 19, 2018, 5:48 pm;Supersonic Waves;;European||Chain||Band||Modification
1468;Upanishad Unit;;4.0|6.4;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;August 29, 2017, 8:44 pm;November 14, 2018, 11:28 pm;;Reinforced Weaves [European,Persian,Weave Theory];European||Japanese||Unit||Modification||Helm
1469;Orbital Hex Cage;;6.3;6.0;March 28, 2018, 9:29 pm;December 3, 2018, 12:48 am;;;Japanese||Sheet||Radial||Orbital||Variant
147;Viking Knot;;4.0;;July 11, 2009, 9:15 pm;August 8, 2011, 8:38 pm;;;European||Unit||Variant
1470;Orbital Square Cage;;;7.4|9.9;May 3, 2018, 12:33 am;October 30, 2018, 2:04 am;;;Japanese||Sheet||Orbital||Variant
1471;Honeycomb;;9.8;8.3;October 30, 2018, 2:15 am;October 30, 2018, 1:11 pm;;;Japanese||Sheet||Web||Radial||Orbital
1472;Captive 4 in 2 Chain Web;;3.9|2.5;;October 30, 2018, 2:14 am;October 31, 2018, 11:04 am;;;Japanese||Sheet||Web||Radial||Captive
1473;Tri-Force 6 in 1 Chain;;6.6;;October 31, 2018, 10:58 am;October 31, 2018, 11:13 am;;;European||Persian||Chain||Progression
1474;Locked B8FP;;9.1;;September 15, 2018, 3:34 pm;July 31, 2019, 6:04 pm;;"Full Persian 6 in 1: Composition; Progression; Variants; Modifications; Sheet Expansions [Construction,Persian,Weave Theory]";European||Persian||Chain||Variant
1475;Conquer;;9.1;;November 22, 2018, 11:06 am;November 22, 2018, 11:11 am;;;European||Persian||Sheet
1476;;;;;;;;;
1477;(Classical) Byzantine Cube;;3.4|2.7;;May 4, 2018, 5:07 pm;February 13, 2019, 2:56 pm;;;European||3D||Modification
1478;European 10 in 1 Unbalanced;;7.5;;February 14, 2019, 3:12 am;August 11, 2019, 7:17 pm;;;European||Sheet||Unbalanced||Progression||Variant
1479;Two and a Half Persian;;7.5;;June 4, 2019, 5:22 pm;July 31, 2019, 7:40 pm;;"Full Persian 6 in 1: Composition; Progression; Variants; Modifications; Sheet Expansions [Construction,Persian,Weave Theory]";Persian||Chain||Progression||Variant
148;Viking Knot  Sheet;;3.0;;February 26, 2005, 7:03 am;August 8, 2011, 8:39 pm;;;European||Japanese||Sheet||Radial||Modification
1480;Cross Stitch;;;;October 30, 2018, 1:49 pm;July 1, 2019, 4:03 pm;;;Japanese||Sheet||Modification
1481;RM8HC;;6.5;;September 14, 2018, 7:44 pm;July 20, 2019, 6:50 pm;;;European||Persian||Chain||Progression||Modification
1482;Four Quarters Persian Sheet 6 in 1;;5.8;;July 20, 2019, 1:59 pm;July 20, 2019, 6:56 pm;;;Persian||Sheet||Progression
1483;Chronic Helm;;3.8|6.4;;July 20, 2019, 2:20 pm;July 20, 2019, 7:02 pm;Chronic Helm Tutorial;;Japanese||Chain||Orbital||Scaled||Variant
1484;Quadratic 2 in 1 Unit;;8.5;8.5;August 6, 2019, 5:21 pm;August 9, 2019, 7:04 am;;;Unit
1485;Japanorb;;;;October 30, 2018, 1:44 pm;August 6, 2019, 5:29 pm;;;Japanese||Sheet||Scaled||Variant
1486;Byzantine Web Triangle;;3.3|8.7;;May 30, 2018, 9:43 pm;August 25, 2019, 1:17 pm;;;European||Sheet||Web
1487;Magus Variant;;2.5|4.0;;October 10, 2019, 4:23 pm;October 18, 2019, 1:06 pm;;;European||Chain||Mage
149;Wave Lock;;5.0;;February 26, 2005, 7:04 am;August 3, 2011, 5:34 pm;;;European||Sheet||Inverted||Variant
15;Roundmaille;;3.5;3.2;June 8, 2009, 1:38 am;January 31, 2016, 3:07 am;"Roundmaille (CGI; Stitch Method)||Roundmaille (Stitch Method)||Roundmaille - Extending an Existing Chain (CGI)";Closing Captive Roundmaille [Construction,Connections,Orbital/Captive]||Finishing Triplicate Chain Weaves [Jewelry,Clasps];European||Chain||Alpha
150;Caterpillar;;3.6;;April 20, 2010, 12:28 am;September 14, 2013, 3:29 am;;;European||Chain||Variant
151;European 3 in 1;;3.2;;November 8, 2002, 2:37 am;September 7, 2013, 8:39 pm;;;European||Sheet||Unbalanced||Variant
152;XOX;;;;November 8, 2002, 2:37 am;August 2, 2011, 8:12 pm;;;Japanese||Chain||NSR||Variant
153;Snake Skin;;5.0|4.4;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;November 8, 2002, 2:37 am;August 3, 2011, 4:58 pm;;;European||Sheet||Modification
154;Kudzu;;3.5;;November 8, 2002, 2:37 am;August 1, 2011, 9:07 pm;;;European||Chain||Variant||Rhino
155;Twisted Sushi;;5.0;;December 14, 2005, 6:12 am;October 10, 2019, 12:58 pm;;;Japanese||Sheet||Mobized
156;RoundScale;;8.0|5.3;;November 8, 2002, 2:37 am;June 17, 2019, 3:08 pm;;;European||Chain||Scaled||Variant||Helm
157;Full Persian 6 in 2;;7.6;;October 24, 2006, 4:01 pm;July 31, 2019, 7:40 pm;;"Full Persian 6 in 1: Composition; Progression; Variants; Modifications; Sheet Expansions [Construction,Persian,Weave Theory]";Persian||Chain||Variant
158;Byzantine Variant;;5.0;;November 8, 2002, 2:37 am;March 9, 2011, 7:46 pm;;;European||Chain||Mobized||Modification
159;H-Ball;;6.5;;November 8, 2002, 2:37 am;March 14, 2011, 12:06 am;;;European||Chain||Variant
16;Japanese 6 in 1;;2.1|3.3;2.0|2.9;April 17, 2004, 6:11 am;February 2, 2016, 3:44 am;"Japanese 6 in 1 (CGI; Row Connect)||Japanese 6 in 1 (Row Connect)||Japanese 6 in 1: Pentagons";Japanese Weaves: Minimum AR Considerations [Japanese,Mail Math,Weave Theory]||Basic Maille Basketry [Sculpture]||The Tessellation Theory of Japanese Weaves [Japanese,Weave Theory,Theory]||Japanese Weaves: Maintaining AR Density With Wire Diameter Adjustments [Japanese,Mail Math,Weave Theory];Japanese||Sheet||Progression||Alpha
160;Viperscale;;6.0;5.5;November 8, 2002, 2:37 am;August 30, 2018, 10:16 am;Viperscale||Viperscale (from CGMaille) (Ex-CGMaille Tutorial)||Rubber Viperscale Speedweave;;European||Persian||Band||Alpha||Mobius
161;Japanese 3 in 1 Supported;;6.1|3.7;;November 12, 2006, 5:02 am;August 2, 2011, 7:28 pm;;;European||Japanese||Sheet||Web||Radial||Variant||Helm
162;Coyote Maille;;3.0;;April 29, 2008, 10:36 pm;April 17, 2018, 11:28 pm;Coyote Maille (Speedweaving Method)||Coyote Maille (CGI);;European||Sheet||Variant||Mage
